time,power_5m,power_10m,power_15m
515.6,0.0032389073,0.002110677,0.0017010014
515.8,0.002769481,0.0028513344,0.0016763022
516,0.0023624657,0.0034764449,0.0015117794
516.2,0.0020990884,0.0038267258,0.001273827
516.4,0.0020373117,0.0037682815,0.0009829518
516.6,0.0022232418,0.0032996584,0.0006651973
516.8,0.0026556498,0.0025802015,0.0004067708
517,0.003218797,0.0018299359,0.00030584921
517.19995,0.0037010056,0.0012260717,0.00038471093
517.39996,0.00393932,0.00088101637,0.00059602404
517.6,0.0039291326,0.00085328653,0.0008886622
517.8,0.0037422988,0.0011387286,0.0012143474
518,0.003398722,0.0016629016,0.0014867998
518.2,0.002910495,0.0022992291,0.0016015678
518.4,0.0023928324,0.0028972663,0.001521872
518.6,0.002026021,0.00331109,0.0013039834
518.8,0.0019024697,0.0034390485,0.0010276409
519,0.0019818384,0.0032599985,0.0007451615
519.19995,0.0022164725,0.0028297028,0.0005011319
519.39996,0.0026188635,0.0022465813,0.0003503047
519.6,0.0031592147,0.0016349987,0.00032910722
519.8,0.003684972,0.0011482653,0.0004362383
520,0.0040017175,0.0009381221,0.00065508153
520.2,0.004013488,0.0010770576,0.00096174807
520.39996,0.0037591995,0.0015123154,0.0012915554
520.6,0.0033384205,0.0021159782,0.0015329296
520.8,0.002844009,0.0027592345,0.0015975587
521,0.002356899,0.0033141067,0.0014852359
521.2,0.0019705286,0.0036289662,0.001256943
521.4,0.001800368,0.0035838727,0.00097223534
521.6,0.0019432246,0.0031913407,0.00068117055
521.8,0.0023953235,0.0025971686,0.00044873165
522,0.0030108278,0.0019721864,0.00034182487
522.19995,0.003575358,0.0014430021,0.00038899906
522.39996,0.0039373552,0.0011118454,0.00057447905
522.6,0.0040488625,0.0010613243,0.00086300186
522.8,0.0039017762,0.0013013138,0.0012057453
523,0.0035065908,0.0017517206,0.0015271892
523.2,0.0029490725,0.0022998392,0.0017373014
523.4,0.0024001712,0.002836924,0.0017741013
523.6,0.0020249067,0.0032379492,0.0016315107
523.8,0.0018934897,0.0033759791,0.0013538413
524,0.0019966795,0.0032010823,0.0010179436
524.19995,0.002307197,0.002774342,0.00071218866
524.39996,0.0027770235,0.0022094175,0.0005095252
524.6,0.0033022081,0.0016250947,0.00045005145
524.8,0.0037465398,0.0011561342,0.0005454319
525,0.0040065064,0.0009357247,0.0007854712
525.2,0.004037454,0.0010223686,0.0011276838
525.39996,0.0038411312,0.0013765172,0.0014919625
525.6,0.003468825,0.0019155582,0.001789036
525.8,0.0030250465,0.0025272395,0.0019574242
526,0.0026260735,0.0030277923,0.0019661891
526.2,0.0023522521,0.0032127774,0.0018007561
526.4,0.0022586668,0.0030165713,0.0014793061
526.6,0.0023949586,0.0025645732,0.0010856175
526.8,0.00275815,0.0020336353,0.0007473785
527,0.003241697,0.0015358382,0.0005564708
527.19995,0.0036840779,0.0011566797,0.00052631943
527.39996,0.0039751157,0.000997937,0.00063202716
527.6,0.00408085,0.0011031358,0.00086181704
527.8,0.0039863265,0.0013983531,0.0012066761
528,0.0036960496,0.0017752508,0.0016068409
528.2,0.003296378,0.0021793554,0.0019374188
528.4,0.0029356582,0.0025683239,0.0020735927
528.6,0.002706923,0.0028447565,0.0019710264
528.8,0.002600866,0.0029007273,0.0016779357
529,0.0026006447,0.0027126102,0.0012873037
529.19995,0.0027474659,0.0023449003,0.00089524395
529.39996,0.003060394,0.0018905676,0.0005871588
529.6,0.0034508219,0.0014534825,0.00042750625
529.8,0.0037696199,0.0011513891,0.00044470682
530,0.003917304,0.0010751641,0.00062978105
530.2,0.0038796375,0.0012403405,0.00094994326
530.39996,0.0036873836,0.001592212,0.0013526037
530.6,0.0033884326,0.00203406,0.0017556599
530.8,0.0030477103,0.0024391103,0.0020553714
531,0.002741923,0.0026861937,0.0021653764
531.2,0.0025539044,0.0027269141,0.0020523083
531.4,0.002565625,0.0025967695,0.001738925
531.6,0.0028136997,0.0023467226,0.0012941523
531.8,0.0032310267,0.0020006087,0.00082992
532,0.0036622242,0.0016007662,0.0004817587
532.19995,0.003962567,0.0012507701,0.00035739478
532.39996,0.004070697,0.0010642665,0.00049117627
532.6,0.0039833942,0.0010874232,0.0008412227
532.8,0.0037194774,0.0013025901,0.0013095689
533,0.0033517154,0.0016722906,0.0017643983
533.2,0.0030238272,0.0021339755,0.0020840408
533.4,0.0028676323,0.0025739009,0.0022128203
533.6,0.0029006898,0.0028583722,0.002163675
533.8,0.0030445245,0.002904114,0.0019578494
534,0.0032360852,0.002706407,0.0015951754
534.19995,0.0034718264,0.0023212403,0.0011142188
534.39996,0.0037480968,0.0018498277,0.0006509103
534.6,0.0040119523,0.0014203533,0.0003736569
534.8,0.0041866153,0.00114291,0.000358237
535,0.004221726,0.0010756326,0.00057014613
535.2,0.0041108713,0.0012359321,0.0009439779
535.39996,0.0038825134,0.0016084503,0.0014153417
535.6,0.00359115,0.0021122906,0.0018822172
535.8,0.0033116192,0.0025963348,0.0022033828
536,0.0031243807,0.0029211224,0.0022746306
536.2,0.0030866258,0.0030391365,0.002087314
536.4,0.0032029003,0.0029666403,0.0017061315
536.6,0.0034206978,0.002710694,0.0012263868
536.8,0.0036625194,0.0022811918,0.00076033105
537,0.0038686963,0.0017664304,0.00042283954
537.19995,0.0040121223,0.0013321828,0.0002972039
537.39996,0.0040804204,0.0011198565,0.00041138515
537.6,0.004059903,0.001178562,0.00073270086
537.8,0.003944971,0.001492823,0.0011654206
538,0.003754066,0.0020125115,0.0015754732
538.2,0.0035272194,0.0026255457,0.0018588209
538.4,0.0033111405,0.0031481066,0.0019836382
538.6,0.0031539612,0.0034022694,0.001948795
538.8,0.003105543,0.003318322,0.0017347898
539,0.0031995715,0.002953996,0.00134579
539.19995,0.0034222594,0.0024291785,0.00088355434
539.39996,0.0037102941,0.0018650813,0.00050885003
539.6,0.0039908905,0.0013785185,0.00032046673
539.8,0.004213689,0.001094632,0.00032386385
540,0.004340084,0.0011143826,0.00050102035
540.2,0.0043315026,0.0014398008,0.0008418122
540.39996,0.0041777585,0.0019489895,0.0012946205
540.6,0.003920853,0.002475908,0.0017393787
540.8,0.0036228849,0.0029072359,0.0020506259
541,0.0033294177,0.003187162,0.0021648244
